Id	HitRatio	MissRatio	Reference	InvalidCases	HitTeams	MissTeams
в этот уикенд	0.15789473684210525	0.8421052631578947	2020-11-28 - 2020-11-29	2020-11-28 - 2020-11-29	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в субботу-воскресенье	0.15789473684210525	0.8421052631578947	2020-11-28 - 2020-11-29	2020-11-28 - 2020-11-29	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
прошлая неделя	0.15789473684210525	0.8421052631578947	2020-11-16 - 2020-11-22	2020-11-16 - 2020-11-22	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
прошлую неделю	0.15789473684210525	0.8421052631578947	2020-11-16 - 2020-11-22	2020-11-16 - 2020-11-22	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
предыдущая неделя	0.15789473684210525	0.8421052631578947	2020-11-16 - 2020-11-22	2020-11-16 - 2020-11-22	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
предыдущей недели	0.15789473684210525	0.8421052631578947	2020-11-16 - 2020-11-22	2020-11-16 - 2020-11-22	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на прошедшей неделе	0.15789473684210525	0.8421052631578947	2020-11-16 - 2020-11-22	2020-11-16 - 2020-11-22	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
за прошедшую неделю	0.15789473684210525	0.8421052631578947	2020-11-16 - 2020-11-22	2020-11-16 - 2020-11-22	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на следующей неделе	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
всю следующую неделю	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в течение следующей недели	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
предстоящая неделя	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
за предстоящую неделю	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
будущая неделя	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на будущей неделе	0.15789473684210525	0.8421052631578947	2020-11-30 - 2020-12-06	2020-11-30 - 2020-12-06	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на протяжении второго квартала две тысячи восемнадцатого года	0.15789473684210525	0.8421052631578947	2018-Q2 - 2018-Q2	2018-Q2 - 2018-Q2	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra, Нубы
в этот день на прошлой неделе	0.15789473684210525	0.8421052631578947	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, MyParser, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
на прошедший день победы	0.15789473684210525	0.8421052631578947	2020-05-09	2020-05-09	-REFERENCE-temporal-corpora-rev3, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
17-20 апреля	0.15789473684210525	0.8421052631578947	2020-04-17 - 2020-04-20	2020-04-17 - 2020-04-20	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
17-20 апр	0.15789473684210525	0.8421052631578947	2020-04-17 - 2020-04-20	2020-04-17 - 2020-04-20	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
17.04-20.04	0.15789473684210525	0.8421052631578947	2020-04-17 - 2020-04-20	2020-04-17 - 2020-04-20	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
с 17 по 20 апреля	0.15789473684210525	0.8421052631578947	2020-04-17 - 2020-04-20	2020-04-17 - 2020-04-20	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
начиная с 17 и заканчивая 20 апреля	0.15789473684210525	0.8421052631578947	2020-04-17 - 2020-04-20	2020-04-17 - 2020-04-20	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
с десятого мая 1943 года по 16 февраля 1944 года	0.15789473684210525	0.8421052631578947	1943-05-10 - 1944-02-16	1943-05-10 - 1944-02-16	MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
за следующие сутки	0.21052631578947367	0.7894736842105263	2020-11-28	2020-11-28	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Inception, handcrafted_solution	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra, Нубы
два дня спустя	0.21052631578947367	0.7894736842105263	2020-11-30	2020-11-30	-REFERENCE-temporal-corpora-rev3, Red-alert, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, MyParser, Shrugged, hrambton, monuwio, schips_21, sisidra
в ту пятницу	0.21052631578947367	0.7894736842105263	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
на той неделе в пятницу	0.21052631578947367	0.7894736842105263	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
до августа тысяча девятьсот сорок четвертого года	0.21052631578947367	0.7894736842105263	1944-08	1944-08	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
до августа тысяча четвертого года	0.21052631578947367	0.7894736842105263	1944-08	1944-08	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
до авг. 1944 г.	0.21052631578947367	0.7894736842105263	1944-08	1944-08	-REFERENCE-temporal-corpora-rev3, Evgenii Chernov, Inception, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
через вторник	0.21052631578947367	0.7894736842105263	2020-12-08	2020-12-08	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
через неделю во вторник	0.21052631578947367	0.7894736842105263	2020-12-08	2020-12-08	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
во вторник через неделю	0.21052631578947367	0.7894736842105263	2020-12-08	2020-12-08	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
во вторник, через неделю	0.21052631578947367	0.7894736842105263	2020-12-08	2020-12-08	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
следующая среда	0.21052631578947367	0.7894736842105263	2020-12-02	2020-12-02	-REFERENCE-temporal-corpora-rev3, MyParser, Red-alert, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
во вторую среду следующего января	0.21052631578947367	0.7894736842105263	2021-01-13	2021-01-13	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
во вторую среду января-2021	0.21052631578947367	0.7894736842105263	2021-01-13	2021-01-13	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
вторая среда января-2021	0.21052631578947367	0.7894736842105263	2021-01-13	2021-01-13	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
вторая среда января 2021 годв	0.21052631578947367	0.7894736842105263	2021-01-13	2021-01-13	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
вторая среда следующего года	0.21052631578947367	0.7894736842105263	2021-01-13	2021-01-13	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
вторая среда января две тысячи двадцать первого года	0.21052631578947367	0.7894736842105263	2021-01-13	2021-01-13	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
27.04, 17:30	0.21052631578947367	0.7894736842105263	2020-11-27T17:30	2020-11-27T17:30	-REFERENCE-temporal-corpora-rev3, MyParser, Shrugged, handcrafted_solution	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, hrambton, monuwio, schips_21, sisidra, Нубы
Настал тяжелейший 1943 год. В том году началось освобождение Белоруссии от гитлеровцев	0.21052631578947367	0.7894736842105263	1943	1943	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Microvolnovka, Нубы	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
В 70-летний юбилей товарища Сталина	0.21052631578947367	0.7894736842105263	1949-12-21	1949-12-21	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на 70-летие Верховного Главнокомандующего СССР	0.21052631578947367	0.7894736842105263	1949-12-21	1949-12-21	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в 49-м, на день рождения Сталина	0.21052631578947367	0.7894736842105263	1949-12-21	1949-12-21	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на семидесятую годовщину И. В. Сталина	0.21052631578947367	0.7894736842105263	1949-12-21	1949-12-21	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
11:30-1:30	0.21052631578947367	0.7894736842105263	2020-11-27T11:30 - 2020-11-27T13:30	2020-11-27T11:30 - 2020-11-27T13:30	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
11.30-1.30	0.21052631578947367	0.7894736842105263	2020-11-27T11:30 - 2020-11-27T13:30	2020-11-27T11:30 - 2020-11-27T13:30	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
11:30-13:30	0.21052631578947367	0.7894736842105263	2020-11-27T11:30 - 2020-11-27T13:30	2020-11-27T11:30 - 2020-11-27T13:30	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
с 11:30 до 13:30	0.21052631578947367	0.7894736842105263	2020-11-27T11:30 - 2020-11-27T13:30	2020-11-27T11:30 - 2020-11-27T13:30	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
с одиннадцати тридцати утра до часу тридцати дня	0.21052631578947367	0.7894736842105263	2020-11-27T11:30 - 2020-11-27T13:30	2020-11-27T11:30 - 2020-11-27T13:30	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в дневное время, с одиннадцати тридцати до часа тридцати	0.21052631578947367	0.7894736842105263	2020-11-27T11:30 - 2020-11-27T13:30	2020-11-27T11:30 - 2020-11-27T13:30	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
с 10 мая 1943 по 16 февраля 1944 года	0.21052631578947367	0.7894736842105263	1943-05-10 - 1944-02-16	1943-05-10 - 1944-02-16	Dmitry Mikhaylenko, MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
с 10 мая 1943 года по 16 февраля 1944 года	0.21052631578947367	0.7894736842105263	1943-05-10 - 1944-02-16	1943-05-10 - 1944-02-16	Dmitry Mikhaylenko, MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
10 мая 1943 — 16 февраля 1944	0.21052631578947367	0.7894736842105263	1943-05-10 - 1944-02-16	1943-05-10 - 1944-02-16	Dmitry Mikhaylenko, MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
10 мая 1943 г. — 16 февраля 1944 г.	0.21052631578947367	0.7894736842105263	1943-05-10 - 1944-02-16	1943-05-10 - 1944-02-16	Dmitry Mikhaylenko, MyParser, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
ровно через неделю после завершения Битвы на Курской дуге	0.21052631578947367	0.7894736842105263	1943-08-30	1943-08-30	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
третьего дня	0.2631578947368421	0.736842105263158	2020-11-25	2020-11-25	-REFERENCE-temporal-corpora-rev3, MyParser, handcrafted_solution, hrambton, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, monuwio, schips_21, sisidra
два дня тому назад	0.2631578947368421	0.736842105263158	2020-11-25	2020-11-25	-REFERENCE-temporal-corpora-rev3, Cheliki, MyParser, handcrafted_solution, hrambton	21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, monuwio, schips_21, sisidra, Нубы
двумя днями раньше	0.2631578947368421	0.736842105263158	2020-11-25	2020-11-25	-REFERENCE-temporal-corpora-rev3, Cheliki, MyParser, handcrafted_solution, hrambton	21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, monuwio, schips_21, sisidra, Нубы
в следующие сутки	0.2631578947368421	0.736842105263158	2020-11-28	2020-11-28	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Inception, MyParser, handcrafted_solution	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra, Нубы
через два дня	0.2631578947368421	0.736842105263158	2020-11-30	2020-11-30	-REFERENCE-temporal-corpora-rev3, Inception, Red-alert, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Shrugged, hrambton, monuwio, schips_21, sisidra
в минувшую пятницу	0.2631578947368421	0.736842105263158	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, Red-alert, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
в прошлую пятницу	0.2631578947368421	0.736842105263158	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, Red-alert, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
ровно неделю назад	0.2631578947368421	0.736842105263158	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Inception, Нубы	Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
семь дней назад	0.2631578947368421	0.736842105263158	2020-11-20	2020-11-20	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Inception, Нубы	Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
в субботу	0.2631578947368421	0.736842105263158	2020-11-28	2020-11-28	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, Shrugged, handcrafted_solution	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, hrambton, monuwio, schips_21, sisidra, Нубы
на субботу	0.2631578947368421	0.736842105263158	2020-11-28	2020-11-28	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, Shrugged, handcrafted_solution	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, hrambton, monuwio, schips_21, sisidra, Нубы
июль 2011 года	0.2631578947368421	0.736842105263158	2011-07	2011-07	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
